datetime,r9,u3,u4,u5,u6
2018-01-01,25.747214484679667,21.28899721448468,755.600278551532,13.972841225626741,426.5954038997215
2018-01-02,26.835883171070932,21.598052851182196,691.0535465924896,13.189151599443672,509.57440890125173
2018-01-03,27.014623955431755,21.464484679665738,554.4032033426184,15.917130919220055,418.8941504178273
2018-01-04,26.965829846582984,22.661087866108787,543.3870292887029,12.56136680613668,434.7036262203626
2018-01-05,23.300069783670622,23.039078855547803,570.7124912770412,12.621074668527564,435.58548499651084
2018-01-06,23.116701607267647,23.219426974143957,644.3654786862334,20.05730258560447,517.230607966457
2018-01-07,25.715481171548117,22.97768479776848,657.4951185495119,15.776150627615063,578.3458856345885
2018-01-08,34.33566433566433,21.672027972027973,524.8034965034965,15.118881118881118,533.1846153846154
2018-01-09,30.433659217877096,21.407122905027933,644.6836592178771,12.816340782122905,496.1599162011173
2018-01-10,22.405574912891986,21.958885017421604,599.7686411149825,14.810452961672475,461.6257839721254
2018-01-11,20.30839160839161,21.876923076923077,556.2321678321679,11.955944055944055,506.2244755244755
2018-01-12,21.035589672016748,21.648290300069785,574.3056524773203,12.507327285415213,538.1409630146545
2018-01-13,27.972689075630253,22.70098039215686,625.0917366946778,18.282212885154063,649.8018207282913
2018-01-14,29.418881118881117,23.988111888111888,670.8888111888111,17.647552447552446,634.6825174825175
2018-01-15,32.23033707865169,23.965589887640448,569.3153089887641,19.922752808988765,436.3665730337079
2018-01-16,37.67203924316748,22.918009810791872,527.6944639103014,20.510861948142956,723.6608269096006
2018-01-17,36.98525280898876,23.327247191011235,530.748595505618,22.763342696629213,570.7528089887641
2018-01-18,27.207376478775227,24.232428670842033,522.6005567153793,18.113430758524704,607.8148921363953
2018-01-19,25.538568450312717,23.07088255733148,573.3148019457957,14.753995830437804,509.0826963168867
2018-01-20,29.99651810584958,23.841922005571032,630.8983286908078,25.64693593314763,726.3558495821727
2018-01-21,29.035416666666666,24.464583333333334,677.9513888888889,14.404861111111112,619.2625
2018-01-22,27.259027777777778,24.21527777777778,614.84375,13.045833333333333,640.7555555555556
2018-01-23,20.992350486787206,22.94089012517385,485.98678720445065,10.100139082058414,511.2127955493741
2018-01-24,22.07735982966643,22.246983676366217,550.0432931156848,17.58765081618169,525.3967352732434
2018-01-25,17.745833333333334,20.610416666666666,515.1791666666667,11.847222222222221,408.2076388888889
2018-01-26,18.18902015288395,19.75608061153579,572.498957609451,13.471160528144544,454.5045170257123
2018-01-27,19.524635669673838,21.393476752255378,669.8015267175573,22.505204718945176,578.4253990284525
2018-01-28,22.633333333333333,22.48263888888889,564.925,22.396527777777777,585.7902777777778
2018-01-29,20.93888888888889,22.23402777777778,559.6229166666667,14.24375,497.7104166666667
2018-01-30,24.650694444444444,21.111805555555556,639.0236111111111,19.39236111111111,474.9555555555556
2018-01-31,24.035490605427974,21.765483646485734,695.5059151009046,33.2491301322199,428.03270702853166
2018-02-01,23.22927557879014,21.98132935026139,600.3883495145631,12.9596713965646,406.3920836445108
2018-02-02,27.850590687977764,22.546212647671993,653.8283530229326,13.325225851285616,486.5038220986796
2018-02-03,21.887343532684284,22.995827538247568,807.6564673157163,17.435326842837274,543.182892906815
2018-02-04,22.744444444444444,21.74375,613.2666666666667,12.054166666666667,590.3875
2018-02-05,23.055944055944057,23.153846153846153,418.77972027972027,11.423076923076923,530.6993006993007
2018-02-06,21.63125,22.788194444444443,604.7909722222222,13.251388888888888,480.2923611111111
2018-02-07,21.526462395543174,22.685236768802227,654.4965181058495,12.72841225626741,464.17966573816153
2018-02-08,24.259207783182767,22.635858234885337,762.8617095205003,10.533009034051425,447.43502432244617
2018-02-09,24.116747741487146,23.61084086170952,584.2147324530924,12.27032661570535,507.7956914523975
2018-02-10,24.24212034383954,21.628223495702006,590.7772206303725,16.494985673352435,479.2320916905444
2018-02-11,24.749295774647887,22.04014084507042,772.4549295774648,14.183098591549296,617.2260563380281
2018-02-12,23.41304347826087,22.838509316770185,631.2608695652174,13.81055900621118,716.2018633540373
2018-02-13,30.6952,22.4496,547.828,15.2496,647.472
2018-02-14,27.232752613240418,20.590940766550524,417.393031358885,12.893379790940767,254.4411149825784
2018-02-15,20.180681028492007,19.10701876302988,420.07505211952747,10.88464211257818,223.91104933981933
2018-02-16,20.918693537178598,18.253648366921475,411.4183460736623,11.455177206393328,216.44961779013204
2018-02-17,17.34607366226546,18.651146629603893,540.312022237665,10.816539263377345,317.15079916608755
2018-02-18,24.271067415730336,22.108848314606742,881.7261235955057,17.6875,621.8504213483146
2018-02-19,29.92482269503546,22.13758865248227,605.5134751773049,35.49503546099291,495.21276595744683
2018-02-20,28.323570432357045,22.753835425383542,546.8821478382148,14.42050209205021,562.3165969316597
2018-02-21,29.002084781097984,21.97845726198749,516.7922168172341,20.38359972202919,538.3891591382904
2018-02-22,30.730337078651687,22.13623595505618,626.308286516854,19.278089887640448,519.8244382022472
2018-02-23,38.8,21.52867132867133,703.7748251748252,31.665734265734265,549.3202797202797
2018-02-24,32.487482614742696,22.28164116828929,709.9276773296244,22.629346314325453,654.3929068150209
2018-02-25,29.23205574912892,23.273867595818814,559.7770034843205,13.142160278745644,544.8703832752614
2018-02-26,35.450842696629216,22.683988764044944,612.2766853932584,20.948033707865168,593.2710674157304
2018-02-27,33.912709497206706,22.44064245810056,625.3756983240223,18.872206703910614,459.2060055865922
2018-02-28,39.523508771929826,22.07578947368421,611.2687719298245,23.74035087719298,515.1691228070175
2018-03-01,32.10857142857143,22.195714285714285,626.9128571428571,15.537857142857144,462.86285714285714
2018-03-02,28.06058495821727,23.672005571030642,576.4777158774373,12.954038997214484,525.2388579387186
2018-03-03,33.35654596100279,23.790389972144848,567.7423398328691,17.715877437325904,528.9700557103064
2018-03-04,46.85048835462059,22.725018782870023,560.7798647633358,22.99549211119459,500.2081141998497
2018-03-05,41.036440084092504,22.875963559915906,589.3763139453399,15.697266993693063,471.05185704274703
2018-03-06,39.5587213342599,22.328005559416262,710.4996525364837,14.007644197359276,525.7810979847116
2018-03-07,41.41029207232267,22.52086230876217,751.2183588317107,40.86161335187761,493.5396383866481
2018-03-08,41.15997023809524,20.444940476190474,549.2827380952381,16.13095238095238,409.328125
2018-03-09,33.73022598870057,21.99646892655367,638.3050847457627,14.771892655367232,375.01271186440675
2018-03-10,33.427076064200975,23.87857641311933,816.7571528262387,13.142358688066992,566.5122121423586
2018-03-11,32.585174625801855,23.876692801140415,727.4084105488239,29.52886671418389,527.8980755523877
2018-03-12,39.72999304105776,22.732080723729993,553.7787056367432,21.45929018789144,489.72720946416143
2018-03-13,45.84470752089136,22.685933147632312,585.9352367688023,12.555710306406684,443.0814763231198
2018-03-14,50.472280701754386,22.890526315789472,626.1431578947369,11.08842105263158,468.4084210526316
2018-03-15,50.55524475524476,22.697902097902098,676.5769230769231,15.400699300699301,477.32937062937066
2018-03-16,35.683808200138984,22.562890896455873,720.4836692147325,19.690757470465602,504.8082001389854
2018-03-17,38.277275886031966,23.506601806810284,855.821403752606,17.726893676164003,557.6101459346769
2018-03-18,45.395963813500344,22.6214335421016,555.4084899095337,24.796798886569242,628.7265135699374
2018-03-19,40.26671309192201,21.77298050139276,568.3398328690807,12.642757660167131,432.5772980501393
2018-03-20,33.062849162011176,21.498603351955307,788.6145251396648,10.888268156424582,529.1159217877095
2018-03-21,38.219596942321054,21.838082001389854,662.3342599027102,11.3363446838082,470.54273801250866
2018-03-22,37.14662960389159,22.21264767199444,603.9047949965253,18.73940236275191,496.43085476025016
2018-03-23,32.425694444444446,22.180555555555557,708.4979166666667,19.481944444444444,517.6548611111111
2018-03-24,39.53102961918194,22.82228490832158,749.0,49.10930888575459,553.2736248236954
2018-03-25,43.50104675505931,22.460572226099092,548.5212840195394,33.5715282623866,564.768318213538
2018-03-26,46.78111888111888,22.453146853146855,520.8013986013985,21.146853146853147,475.04405594405597
2018-03-27,50.446527777777774,22.727083333333333,467.96180555555554,22.30763888888889,525.7409722222222
2018-03-28,51.415793151642205,23.185185185185187,488.24248777078964,15.039133473095736,430.73235499650593
2018-03-29,55.45722501797268,23.64485981308411,627.7117181883538,20.960460100647015,474.50682961897917
2018-03-30,45.79610299234516,23.58733472512178,583.8949199721642,16.950591510090465,427.3256784968685
2018-03-31,44.57132817990161,23.54673225579761,822.0646521433591,18.532677442023893,494.2586085734364
2018-04-01,56.03926096997691,23.17782909930716,553.0146266358737,49.72363356428021,534.1678214010777
2018-04-02,53.734920634920634,23.122222222222224,591.0214285714286,20.197619047619046,493.0912698412698
2018-04-03,58.38767550702028,23.691107644305774,636.2238689547582,17.160686427457097,497.10140405616227
2018-04-04,51.153361344537814,23.33613445378151,804.1351540616247,12.122549019607844,467.5014005602241
2018-04-05,50.41196938065414,21.988169798190675,709.6903270702853,30.302018093249828,453.7835768963118
2018-04-06,39.47103977669225,20.30704815073273,756.2254012561061,32.8569434752268,417.3398464759246
2018-04-07,37.36006546644845,21.979541734860884,1133.9459901800328,15.579378068739771,584.8657937806875
2018-04-08,41.298701298701296,22.372564935064936,746.2930194805194,11.909902597402597,550.2751623376623
2018-04-09,40.833333333333336,23.0,400.0,14.0,412.5
2018-04-10,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-11,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-12,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-13,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-14,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-15,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-16,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-17,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-18,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-19,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-20,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-21,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-22,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-23,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-24,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-25,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-26,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-27,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-28,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-29,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-04-30,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-01,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-02,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-03,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-04,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-05,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-06,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-07,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-08,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-09,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-10,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-11,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-12,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-13,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-14,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-15,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-16,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-17,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-18,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-19,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-20,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-21,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-22,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-23,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-24,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-25,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-26,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-27,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-28,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-29,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-30,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-05-31,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-01,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-02,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-03,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-04,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-05,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-06,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-07,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-08,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-09,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-10,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-11,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-12,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-13,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-14,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-15,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-16,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-17,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-18,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-19,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-20,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-21,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-22,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-23,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-24,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-25,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-26,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-27,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-28,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-29,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-06-30,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
2018-07-01,34.97734157637641,21.908269744525832,616.5590392535144,16.608497427714635,497.59589193788037
